event_file;eeg_file;total_votes_received;fraction_of_yes;Mode
Bonobo01057_0_6468;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6469;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6470;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6612;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6613;Bonobo01057_0;2;0.5;Train
Bonobo01057_0_6614;Bonobo01057_0;2;0.5;Train
Bonobo01057_0_6621;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6622;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6625;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6798;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6799;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6806;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6825;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6849;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6850;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_6963;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7058;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7061;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7062;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7072;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7124;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7151;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7161;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7187;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7216;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7263;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7459;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7629;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7677;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7678;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7679;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7683;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7684;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7691;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7692;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7722;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7723;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7731;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7753;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7758;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7759;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7809;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7810;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7860;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7882;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7891;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_7935;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8010;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8013;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8014;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8031;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8052;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8115;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8132;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8141;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8142;Bonobo01057_0;2;1.0;Train
Bonobo01057_0_8152;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8165;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8168;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8171;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8233;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8236;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8237;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8239;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8262;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8289;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8328;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8331;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8472;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8628;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8643;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8644;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8645;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8687;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8893;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8912;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8913;Bonobo01057_0;2;0.5;Train
Bonobo01057_0_8939;Bonobo01057_0;2;0.5;Train
Bonobo01057_0_8940;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_8954;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9152;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9162;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9166;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9200;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9233;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9242;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9313;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9329;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9396;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9435;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9646;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9647;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9675;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9676;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9681;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9682;Bonobo01057_0;2;0.0;Train
Bonobo01057_0_9703;Bonobo01057_0;2;0.5;Train
Bonobo01057_0_9704;Bonobo01057_0;2;0.5;Train
Bonobo01057_0_9705;Bonobo01057_0;2;0.0;Train
Bonobo01061_0_1124;Bonobo01061_0;1;0.0;Train
Bonobo01062_0_3306;Bonobo01062_0;1;0.0;Train
Bonobo01064_0_2993;Bonobo01064_0;1;0.0;Train
Bonobo01071_0_2362;Bonobo01071_0;2;0.0;Train
Bonobo01072_1_2260;Bonobo01072_1;1;0.0;Val
Bonobo01076_0_3037;Bonobo01076_0;1;0.0;Train
Bonobo01076_0_3161;Bonobo01076_0;1;0.0;Train
Bonobo01105_0_174;Bonobo01105_0;2;0.0;Train
Bonobo01105_0_175;Bonobo01105_0;2;0.0;Train
Bonobo01105_0_1830;Bonobo01105_0;2;0.0;Train
Bonobo01105_0_189;Bonobo01105_0;2;0.0;Train
Bonobo01125_0_1505;Bonobo01125_0;1;0.0;Val
Bonobo01125_0_2868;Bonobo01125_0;1;0.0;Val
Bonobo01144_0_388;Bonobo01144_0;1;0.0;Train
Bonobo01146_0_1518;Bonobo01146_0;1;0.0;Test
Bonobo01146_0_3099;Bonobo01146_0;1;0.0;Test
Bonobo01151_0_2629;Bonobo01151_0;1;0.0;Train
Bonobo01162_0_1680;Bonobo01162_0;2;0.0;Val
Bonobo01162_0_2683;Bonobo01162_0;1;0.0;Val
Bonobo01162_0_375;Bonobo01162_0;1;0.0;Val
Bonobo01168_0_140;Bonobo01168_0;1;0.0;Train
Bonobo01168_0_29;Bonobo01168_0;1;0.0;Train
Bonobo01168_0_67;Bonobo01168_0;1;1.0;Train
Bonobo01176_0_16;Bonobo01176_0;2;0.0;Train
Bonobo01176_0_21;Bonobo01176_0;2;0.0;Train
Bonobo01176_0_22;Bonobo01176_0;2;0.0;Train
Bonobo01176_0_26;Bonobo01176_0;2;0.0;Train
Bonobo01176_0_3544;Bonobo01176_0;2;0.0;Train
Bonobo01176_0_5726;Bonobo01176_0;2;0.0;Train
Bonobo01176_0_7740;Bonobo01176_0;2;0.0;Train
Bonobo01176_0_8071;Bonobo01176_0;2;0.0;Train
Bonobo01176_0_8385;Bonobo01176_0;2;0.0;Train
Bonobo01189_0_289;Bonobo01189_0;2;0.0;Train
Bonobo01189_0_48;Bonobo01189_0;2;0.0;Train
Bonobo01191_0_5819;Bonobo01191_0;2;0.0;Train
Bonobo01191_0_6137;Bonobo01191_0;2;0.0;Train
Bonobo01191_0_6476;Bonobo01191_0;2;0.0;Train
Bonobo01191_0_6580;Bonobo01191_0;2;0.0;Train
Bonobo01191_0_6722;Bonobo01191_0;2;0.0;Train
Bonobo01191_0_7391;Bonobo01191_0;2;0.0;Train
Bonobo01191_0_7498;Bonobo01191_0;2;0.0;Train
Bonobo01191_0_7853;Bonobo01191_0;2;0.0;Train
Bonobo01191_0_7929;Bonobo01191_0;2;0.0;Train
Bonobo01191_0_7949;Bonobo01191_0;2;0.0;Train
Bonobo01193_0_2211;Bonobo01193_0;1;0.0;Test
Bonobo01194_0_1669;Bonobo01194_0;2;0.0;Train
Bonobo01196_0_3459;Bonobo01196_0;2;0.5;Train
Bonobo01200_0_1265;Bonobo01200_0;1;0.0;Train
Bonobo01200_0_1723;Bonobo01200_0;1;0.0;Train
Bonobo01200_0_3465;Bonobo01200_0;1;0.0;Train
Bonobo01200_0_585;Bonobo01200_0;1;0.0;Train
Bonobo01202_0_3382;Bonobo01202_0;2;0.0;Val
Bonobo01206_0_4535;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_4559;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_4595;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_4612;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_4760;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5120;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5125;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5153;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5178;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5214;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5300;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5305;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5315;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5583;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5684;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5754;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5756;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_5992;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_6013;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_6145;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_6194;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_6308;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_6424;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_6425;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_6513;Bonobo01206_0;2;0.0;Train
Bonobo01206_0_6872;Bonobo01206_0;2;0.0;Train
Bonobo01209_0_71;Bonobo01209_0;1;0.0;Train
Bonobo01213_0_2766;Bonobo01213_0;1;1.0;Train
Bonobo01213_0_2864;Bonobo01213_0;1;1.0;Train
Bonobo01213_0_2882;Bonobo01213_0;1;1.0;Train
Bonobo01213_0_3118;Bonobo01213_0;2;1.0;Train
Bonobo01213_0_3149;Bonobo01213_0;1;1.0;Train
Bonobo01213_0_3224;Bonobo01213_0;1;1.0;Train
Bonobo01213_0_3235;Bonobo01213_0;1;1.0;Train
Bonobo01213_0_3320;Bonobo01213_0;1;0.0;Train
Bonobo01215_0_3302;Bonobo01215_0;1;0.0;Test
Bonobo01217_0_1423;Bonobo01217_0;2;0.0;Train
Bonobo01217_0_3177;Bonobo01217_0;1;0.0;Train
Bonobo01217_0_3551;Bonobo01217_0;1;0.0;Train
Bonobo01222_0_1882;Bonobo01222_0;1;0.0;Train
Bonobo01222_0_3299;Bonobo01222_0;2;1.0;Train
Bonobo01222_0_674;Bonobo01222_0;1;0.0;Train
Bonobo01235_0_10029;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10030;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10031;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10032;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10785;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10792;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10793;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10799;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10802;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10803;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10809;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10810;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10816;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10817;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10818;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_10829;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_9761;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_9783;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_9793;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_9835;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_9894;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_9912;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_9921;Bonobo01235_0;2;0.0;Train
Bonobo01235_0_9922;Bonobo01235_0;2;0.0;Train
Bonobo01236_0_1316;Bonobo01236_0;2;0.0;Test
Bonobo01242_0_135;Bonobo01242_0;2;0.0;Val
Bonobo01247_0_1583;Bonobo01247_0;1;0.0;Train
Bonobo01247_0_3344;Bonobo01247_0;1;0.0;Train
Bonobo01247_0_3406;Bonobo01247_0;1;1.0;Train
Bonobo01251_0_389;Bonobo01251_0;1;0.0;Val
Bonobo01251_0_557;Bonobo01251_0;1;0.0;Val
Bonobo01261_0_1398;Bonobo01261_0;1;0.0;Val
Bonobo01261_0_1483;Bonobo01261_0;1;0.0;Val
Bonobo01261_0_1887;Bonobo01261_0;1;0.0;Val
Bonobo01261_0_2058;Bonobo01261_0;1;0.0;Val
Bonobo01261_0_2074;Bonobo01261_0;1;0.0;Val
Bonobo01261_0_2990;Bonobo01261_0;1;0.0;Val
Bonobo01261_0_926;Bonobo01261_0;1;0.0;Val
Bonobo01264_0_50;Bonobo01264_0;1;0.0;Train
Bonobo01274_0_4400;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_4585;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_5742;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9001;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9002;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9010;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9107;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9114;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9116;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9119;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9131;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9135;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9152;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9215;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9228;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9240;Bonobo01274_0;2;0.0;Val
Bonobo01274_0_9243;Bonobo01274_0;2;0.0;Val
Bonobo01275_0_2554;Bonobo01275_0;1;0.0;Train
Bonobo01276_0_1269;Bonobo01276_0;1;0.0;Train
Bonobo01276_0_1635;Bonobo01276_0;1;0.0;Train
Bonobo01276_0_1823;Bonobo01276_0;1;0.0;Train
Bonobo01276_0_2122;Bonobo01276_0;1;0.0;Train
Bonobo01276_0_2408;Bonobo01276_0;1;0.0;Train
Bonobo01299_0_1969;Bonobo01299_0;2;0.0;Train
Bonobo01305_0_3191;Bonobo01305_0;1;0.0;Train
Bonobo01306_0_2989;Bonobo01306_0;1;0.0;Train
Bonobo01308_0_1505;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_1671;Bonobo01308_0;1;1.0;Train
Bonobo01308_0_1824;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_1846;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_2191;Bonobo01308_0;2;0.0;Train
Bonobo01308_0_2332;Bonobo01308_0;1;1.0;Train
Bonobo01308_0_2359;Bonobo01308_0;1;1.0;Train
Bonobo01308_0_248;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_253;Bonobo01308_0;2;0.5;Train
Bonobo01308_0_2681;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_2735;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_2784;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_2953;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_3283;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_3388;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_3457;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_3516;Bonobo01308_0;1;1.0;Train
Bonobo01308_0_451;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_461;Bonobo01308_0;1;1.0;Train
Bonobo01308_0_495;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_531;Bonobo01308_0;1;1.0;Train
Bonobo01308_0_701;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_713;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_789;Bonobo01308_0;1;0.0;Train
Bonobo01308_0_907;Bonobo01308_0;1;0.0;Train
Bonobo01314_0_996;Bonobo01314_0;1;0.0;Train
Bonobo01328_0_5972;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_6367;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_6375;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_6461;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_6462;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_6463;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_6655;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_6806;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_6944;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_6945;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_6978;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_7095;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_7191;Bonobo01328_0;2;0.0;Train
Bonobo01328_0_7192;Bonobo01328_0;2;0.5;Train
Bonobo01343_0_1140;Bonobo01343_0;1;1.0;Train
Bonobo01343_0_2135;Bonobo01343_0;1;1.0;Train
Bonobo01343_0_2403;Bonobo01343_0;1;1.0;Train
Bonobo01343_0_2619;Bonobo01343_0;1;1.0;Train
Bonobo01343_0_2983;Bonobo01343_0;1;1.0;Train
Bonobo01343_0_3038;Bonobo01343_0;1;1.0;Train
Bonobo01343_0_723;Bonobo01343_0;1;1.0;Train
Bonobo01348_0_3469;Bonobo01348_0;1;0.0;Train
Bonobo01369_0_451;Bonobo01369_0;1;0.0;Val
Bonobo01373_0_1116;Bonobo01373_0;1;0.0;Train
Bonobo01373_0_2345;Bonobo01373_0;1;0.0;Train
Bonobo01373_0_3300;Bonobo01373_0;1;0.0;Train
Bonobo01373_0_3400;Bonobo01373_0;1;0.0;Train
Bonobo01373_0_3531;Bonobo01373_0;1;0.0;Train
Bonobo01373_0_933;Bonobo01373_0;1;0.0;Train
Bonobo01383_0_1002;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1009;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1011;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1012;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1016;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1025;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1035;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1037;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1044;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1046;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1051;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1055;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1057;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1058;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1059;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1060;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1062;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1063;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1073;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1074;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1081;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1088;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1092;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1093;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1095;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1100;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1102;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1107;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1109;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1114;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1123;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1125;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1132;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1144;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1146;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1158;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1167;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1172;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1174;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1197;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1200;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1202;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1207;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1209;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1225;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1237;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1244;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1246;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1251;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1258;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1267;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1272;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1274;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1281;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1288;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1295;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1302;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1309;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1314;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1321;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1323;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1330;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1337;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1344;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1351;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1358;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1365;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1372;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1377;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1379;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1386;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1391;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1393;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1398;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1400;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1405;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1407;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1412;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1426;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1433;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1438;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1440;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1454;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1461;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1468;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_1475;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_41;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_4891;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_5550;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_5655;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_6334;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_6501;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_6696;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_6813;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_6919;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_6952;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_7145;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_7146;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_7279;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_7280;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_7281;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_7322;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_7397;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_7605;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_7783;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_8241;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_952;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_953;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_954;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_955;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_956;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_959;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_964;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_965;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_966;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_969;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_970;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_973;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_974;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_985;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_988;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_989;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_990;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_992;Bonobo01383_0;2;0.0;Train
Bonobo01383_0_993;Bonobo01383_0;2;0.0;Train
